Airline_Code,SourceAirportCityCountry,DestinationAirportCityCountry
UN,"Moscow" "Russia","Madrid" "Spain"
UN,"Moscow" "Russia","Miami" "United States"
UN,"Moscow" "Russia","Male" "Maldives"
UN,"Moscow" "Russia","Plaisance" "Mauritius"
UN,"Moscow" "Russia","Mineralnye Vody" "Russia"
UN,"Moscow" "Russia","Milano" "Italy"
UN,"Moscow" "Russia","Norilsk" "Russia"
UN,"Moscow" "Russia","Novy Urengoy" "Russia"
UN,"Moscow" "Russia","Odessa" "Ukraine"
UN,"Moscow" "Russia","Paris" "France"
UN,"Moscow" "Russia","Novosibirsk" "Russia"
UN,"Moscow" "Russia","Beijing" "China"
UN,"Moscow" "Russia","Paphos" "Cyprus"
UN,"Moscow" "Russia","Riga" "Latvia"
UN,"Moscow" "Russia","Aktau" "Kazakhstan"
UN,"Moscow" "Russia","Mahe" "Seychelles"
UN,"Moscow" "Russia","Sharm El Sheikh" "Egypt"
UN,"Moscow" "Russia","Yekaterinburg" "Russia"
UN,"Moscow" "Russia","Tashkent" "Uzbekistan"
UN,"Moscow" "Russia","Tel-aviv" "Israel"
UN,"Moscow" "Russia","Tselinograd" "Kazakhstan"
UN,"Moscow" "Russia","Venice" "Italy"
UN,"Moscow" "Russia","Vienna" "Austria"
UN,"Moscow" "Russia","Toronto" "Canada"
UN,"Vilnius" "Lithuania","Moscow" "Russia"
UN,"Varadero" "Cuba","Moscow" "Russia"
UN,"Vladivostok" "Russia","Moscow" "Russia"
UN,"Yakutsk" "Russia","Moscow" "Russia"
UN,"Toronto" "Canada","Moscow" "Russia"
UO,"Kota Kinabalu" "Malaysia","Hong Kong" "Hong Kong"
UO,"Chiang Mai" "Thailand","Hong Kong" "Hong Kong"
UO,"Fukuoka" "Japan","Hong Kong" "Hong Kong"
UO,"Hong Kong" "Hong Kong","Kota Kinabalu" "Malaysia"
UO,"Hong Kong" "Hong Kong","Chiang Mai" "Thailand"
UO,"Hong Kong" "Hong Kong","Fukuoka" "Japan"
UO,"Hong Kong" "Hong Kong","Phuket" "Thailand"
UO,"Hong Kong" "Hong Kong","Tokyo" "Japan"
UO,"Hong Kong" "Hong Kong","Seoul" "South Korea"
UO,"Hong Kong" "Hong Kong","Osaka" "Japan"
UO,"Hong Kong" "Hong Kong","Kunming" "China"
UO,"Hong Kong" "Hong Kong","Penang" "Malaysia"
UO,"Hong Kong" "Hong Kong","Taichung" "Taiwan"
UO,"Phuket" "Thailand","Hong Kong" "Hong Kong"
UO,"Tokyo" "Japan","Hong Kong" "Hong Kong"
UO,"Seoul" "South Korea","Hong Kong" "Hong Kong"
UO,"Osaka" "Japan","Hong Kong" "Hong Kong"
UO,"Kunming" "China","Hong Kong" "Hong Kong"
UO,"Penang" "Malaysia","Hong Kong" "Hong Kong"
UO,"Taichung" "Taiwan","Hong Kong" "Hong Kong"
UP,"Spring Point" "Bahamas","Colonel Hill" "Bahamas"
UP,"Spring Point" "Bahamas","Nassau" "Bahamas"
UP,"Birmingham" "United States","Freeport" "Bahamas"
UP,"Baltimore" "United States","Freeport" "Bahamas"
UP,"Columbus" "United States","Freeport" "Bahamas"
UP,"Colonel Hill" "Bahamas","Spring Point" "Bahamas"
UP,"Colonel Hill" "Bahamas","Nassau" "Bahamas"
UP,"North Eleuthera" "Bahamas","Nassau" "Bahamas"
UP,"Newark" "United States","Freeport" "Bahamas"
UP,"Fort Lauderdale" "United States","Freeport" "Bahamas"
UP,"Fort Lauderdale" "United States","Nassau" "Bahamas"
UP,"Freeport" "Bahamas","Birmingham" "United States"
UP,"Freeport" "Bahamas","Baltimore" "United States"
UP,"Freeport" "Bahamas","Columbus" "United States"
UP,"Freeport" "Bahamas","Newark" "United States"
UP,"Freeport" "Bahamas","Fort Lauderdale" "United States"
UP,"Freeport" "Bahamas","Nassau" "Bahamas"
UP,"Freeport" "Bahamas","Richmond" "United States"
UP,"Great Exuma" "Bahamas","Nassau" "Bahamas"
UP,"Governor's Harbor" "Bahamas","Nassau" "Bahamas"
UP,"Havana" "Cuba","Nassau" "Bahamas"
UP,"Matthew Town" "Bahamas","Mayaguana" "Bahamas"
UP,"Matthew Town" "Bahamas","Nassau" "Bahamas"
UP,"Dead Man's Cay" "Bahamas","Nassau" "Bahamas"
UP,"Orlando" "United States","Nassau" "Bahamas"
UP,"Marsh Harbor" "Bahamas","Nassau" "Bahamas"
UP,"Marsh Harbor" "Bahamas","West Palm Beach" "United States"
UP,"Miami" "United States","Nassau" "Bahamas"
UP,"Miami" "United States","Basse Terre" "Saint Kitts and Nevis"
UP,"Mayaguana" "Bahamas","Matthew Town" "Bahamas"
UP,"Mayaguana" "Bahamas","Nassau" "Bahamas"
UP,"Nassau" "Bahamas","Spring Point" "Bahamas"
UP,"Nassau" "Bahamas","Colonel Hill" "Bahamas"
UP,"Nassau" "Bahamas","North Eleuthera" "Bahamas"
UP,"Nassau" "Bahamas","Fort Lauderdale" "United States"
UP,"Nassau" "Bahamas","Freeport" "Bahamas"
UP,"Nassau" "Bahamas","Great Exuma" "Bahamas"
UP,"Nassau" "Bahamas","Governor's Harbor" "Bahamas"
UP,"Nassau" "Bahamas","Havana" "Cuba"
UP,"Nassau" "Bahamas","Matthew Town" "Bahamas"
UP,"Nassau" "Bahamas","Dead Man's Cay" "Bahamas"
UP,"Nassau" "Bahamas","Orlando" "United States"
UP,"Nassau" "Bahamas","Marsh Harbor" "Bahamas"
UP,"Nassau" "Bahamas","Miami" "United States"
UP,"Nassau" "Bahamas","Mayaguana" "Bahamas"
UP,"Nassau" "Bahamas","West Palm Beach" "United States"
UP,"Nassau" "Bahamas","Providenciales" "Turks and Caicos Islands"
UP,"Nassau" "Bahamas","Rock Sound" "Bahamas"
UP,"Nassau" "Bahamas","Stella Maris" "Bahamas"
UP,"Nassau" "Bahamas","Cockburn Town" "Bahamas"
UP,"West Palm Beach" "United States","Marsh Harbor" "Bahamas"
UP,"West Palm Beach" "United States","Nassau" "Bahamas"
UP,"Providenciales" "Turks and Caicos Islands","Nassau" "Bahamas"
UP,"Richmond" "United States","Freeport" "Bahamas"
UP,"Rock Sound" "Bahamas","Nassau" "Bahamas"
UP,"Basse Terre" "Saint Kitts and Nevis","Nassau" "Bahamas"
UP,"Stella Maris" "Bahamas","Nassau" "Bahamas"
UP,"Cockburn Town" "Bahamas","Nassau" "Bahamas"
UR,"Arkhangelsk" "Russia","Naryan-Mar" "Russia"
UR,"Beloyarsky" "Russia","Nyagan" "Russia"
UR,"Beloyarsky" "Russia","Sovetskiy" "Russia"
UR,"Beloyarsky" "Russia","Yekaterinburg" "Russia"
UR,"Nizhniy Novgorod" "Russia","Samara" "Russia"
UR,"Nizhniy Novgorod" "Russia","Yekaterinburg" "Russia"
UR,"Nizhniy Novgorod" "Russia","Moscow" "Russia"
UR,"Khanty-Mansiysk" "Russia","Nizhnevartovsk" "Russia"
UR,"Khanty-Mansiysk" "Russia","Omsk" "Russia"
UR,"Khanty-Mansiysk" "Russia","Novosibirsk" "Russia"
UR,"Khanty-Mansiysk" "Russia","Yekaterinburg" "Russia"
UR,"Khanty-Mansiysk" "Russia","Tyumen" "Russia"
UR,"Khanty-Mansiysk" "Russia","Uraj" "Russia"
UR,"Samara" "Russia","Nizhniy Novgorod" "Russia"
UR,"Samara" "Russia","Yekaterinburg" "Russia"
UR,"Kirov" "Russia","Naryan-Mar" "Russia"
UR,"Kirov" "Russia","Moscow" "Russia"
UR,"Kazan" "Russia","Ufa" "Russia"
UR,"Nizhnevartovsk" "Russia","Khanty-Mansiysk" "Russia"
UR,"Nizhnevartovsk" "Russia","Novosibirsk" "Russia"
UR,"Nizhnevartovsk" "Russia","Yekaterinburg" "Russia"
UR,"Nizhnevartovsk" "Russia","Tyumen" "Russia"
UR,"Naryan-Mar" "Russia","Arkhangelsk" "Russia"
UR,"Naryan-Mar" "Russia","Kirov" "Russia"
UR,"Naryan-Mar" "Russia","Syktyvkar" "Russia"
UR,"Novy Urengoy" "Russia","Novosibirsk" "Russia"
UR,"Nyagan" "Russia","Beloyarsky" "Russia"
UR,"Nyagan" "Russia","Tyumen" "Russia"
UR,"Omsk" "Russia","Khanty-Mansiysk" "Russia"
UR,"Novosibirsk" "Russia","Khanty-Mansiysk" "Russia"
UR,"Novosibirsk" "Russia","Nizhnevartovsk" "Russia"
UR,"Novosibirsk" "Russia","Novy Urengoy" "Russia"
UR,"Novosibirsk" "Russia","Surgut" "Russia"
UR,"Sovetskiy" "Russia","Beloyarsky" "Russia"
UR,"Sovetskiy" "Russia","Tyumen" "Russia"
UR,"Syktyvkar" "Russia","Naryan-Mar" "Russia"
UR,"Syktyvkar" "Russia","Ukhta" "Russia"
UR,"Syktyvkar" "Russia",null null
UR,"Syktyvkar" "Russia","Vorkuta" "Russia"
UR,"Surgut" "Russia","Novosibirsk" "Russia"
UR,"Surgut" "Russia","Yekaterinburg" "Russia"
UR,"Surgut" "Russia","Tyumen" "Russia"
UR,"Surgut" "Russia","Ufa" "Russia"
UR,"Yekaterinburg" "Russia","Beloyarsky" "Russia"
UR,"Yekaterinburg" "Russia","Nizhniy Novgorod" "Russia"
UR,"Yekaterinburg" "Russia","Khanty-Mansiysk" "Russia"
UR,"Yekaterinburg" "Russia","Samara" "Russia"
UR,"Yekaterinburg" "Russia","Nizhnevartovsk" "Russia"
UR,"Yekaterinburg" "Russia","Surgut" "Russia"
UR,"Tambow" "Russia","Moscow" "Russia"
UR,"Tyumen" "Russia","Khanty-Mansiysk" "Russia"
UR,"Tyumen" "Russia","Nizhnevartovsk" "Russia"
UR,"Tyumen" "Russia","Nyagan" "Russia"
UR,"Tyumen" "Russia","Sovetskiy" "Russia"
UR,"Tyumen" "Russia","Surgut" "Russia"
UR,"Tyumen" "Russia","Ufa" "Russia"
UR,"Tyumen" "Russia","Uraj" "Russia"
UR,"Ukhta" "Russia","Syktyvkar" "Russia"
UR,"Ukhta" "Russia","Usinsk" "Russia"
UR,"Ufa" "Russia","Kazan" "Russia"
UR,"Ufa" "Russia","Surgut" "Russia"
UR,"Ufa" "Russia","Tyumen" "Russia"
UR,"Uraj" "Russia","Khanty-Mansiysk" "Russia"
UR,"Uraj" "Russia","Tyumen" "Russia"
UR,"Kursk" "Russia","Moscow" "Russia"
UR,"Usinsk" "Russia","Ukhta" "Russia"
UR,null null,"Syktyvkar" "Russia"
UR,"Moscow" "Russia","Nizhniy Novgorod" "Russia"
UR,"Moscow" "Russia","Kirov" "Russia"
UR,"Moscow" "Russia","Tambow" "Russia"
UR,"Moscow" "Russia","Kursk" "Russia"
UR,"Moscow" "Russia","Vilnius" "Lithuania"
UR,"Moscow" "Russia","Voronezh" "Russia"
UR,"Vorkuta" "Russia","Syktyvkar" "Russia"
UR,"Vilnius" "Lithuania","Moscow" "Russia"
UR,"Voronezh" "Russia","Moscow" "Russia"
US,"Allentown" "United States","Charlotte" "United States"
US,"Allentown" "United States","Philadelphia" "United States"
US,"Abilene" "United States","Dallas-Fort Worth" "United States"
US,"Albuquerque" "United States","Dallas-Fort Worth" "United States"
US,"Albuquerque" "United States","Los Angeles" "United States"
US,"Albuquerque" "United States","Chicago" "United States"
US,"Albuquerque" "United States","Phoenix" "United States"
US,"Waco" "United States","Dallas-Fort Worth" "United States"
US,"Adelaide" "Australia","Auckland" "New Zealand"
US,"Alexandria" "United States","Dallas-Fort Worth" "United States"
US,"Bush Field" "United States","Charlotte" "United States"
US,"Bush Field" "United States","Washington" "United States"
US,"Aguascalientes" "Mexico","Dallas-Fort Worth" "United States"
US,"Albany" "United States","Charlotte" "United States"
US,"Albany" "United States","Washington" "United States"
US,"Albany" "United States","Philadelphia" "United States"
US,"Waterloo" "United States","Chicago" "United States"
US,"Amarillo" "United States","Dallas-Fort Worth" "United States"
US,"Amman" "Jordan","New York" "United States"
US,"Amman" "Jordan","Chicago" "United States"
US,"Amman" "Jordan","Montreal" "Canada"
US,"Amsterdam" "Netherlands","Lisbon" "Portugal"
US,"Amsterdam" "Netherlands","Philadelphia" "United States"
US,"Anchorage" "United States","Phoenix" "United States"
US,"Antigua" "Antigua and Barbuda","Charlotte" "United States"
US,"Antigua" "Antigua and Barbuda","New York" "United States"
US,"Antigua" "Antigua and Barbuda","Miami" "United States"
US,"Faleolo" "Samoa","Auckland" "New Zealand"
US,"Watertown" "United States","Chicago" "United States"
US,"Watertown" "United States","Philadelphia" "United States"
US,"Asuncion" "Paraguay","Miami" "United States"
US,"Athens" "Greece","Philadelphia" "United States"
US,"Atlanta" "United States","Charlotte" "United States"
US,"Atlanta" "United States","Dallas-Fort Worth" "United States"
US,"Atlanta" "United States","Miami" "United States"
US,"Atlanta" "United States","Chicago" "United States"
US,"Atlanta" "United States","Philadelphia" "United States"
US,"Atlanta" "United States","Phoenix" "United States"
US,"Oranjestad" "Aruba","Charlotte" "United States"
US,"Oranjestad" "Aruba","Miami" "United States"
US,"Oranjestad" "Aruba","Philadelphia" "United States"
US,"Austin" "United States","Charlotte" "United States"
US,"Austin" "United States","Dallas-Fort Worth" "United States"
US,"Austin" "United States","New York" "United States"
US,"Austin" "United States","Los Angeles" "United States"
US,"Austin" "United States","Chicago" "United States"
US,"Austin" "United States","Philadelphia" "United States"
US,"Austin" "United States","Phoenix" "United States"
US,"Asheville" "United States","Charlotte" "United States"
US,"Scranton" "United States","Charlotte" "United States"
US,"Scranton" "United States","Philadelphia" "United States"
US,"Kalamazoo" "United States","Chicago" "United States"
US,"Barranquilla" "Colombia","Miami" "United States"
US,"Barcelona" "Spain","New York" "United States"
US,"Barcelona" "Spain","Miami" "United States"
US,"Barcelona" "Spain","Philadelphia" "United States"
US,"Bermuda" "Bermuda","New York" "United States"
US,"Bermuda" "Bermuda","Miami" "United States"
US,"Bermuda" "Bermuda","Philadelphia" "United States"
US,"Windsor Locks" "United States","Charlotte" "United States"
US,"Windsor Locks" "United States","Washington" "United States"
US,"Windsor Locks" "United States","Dallas-Fort Worth" "United States"
US,"Windsor Locks" "United States","Los Angeles" "United States"
US,"Windsor Locks" "United States","Miami" "United States"
US,"Windsor Locks" "United States","Chicago" "United States"
US,"Windsor Locks" "United States","Philadelphia" "United States"
US,"Windsor Locks" "United States","Pittsburgh" "United States"
US,"Bakersfield" "United States","Phoenix" "United States"
US,"Bridgetown" "Barbados","Miami" "United States"
US,"Binghamton" "United States","Philadelphia" "United States"
US,"Bangor" "United States","Washington" "United States"
US,"Bangor" "United States","Philadelphia" "United States"
US,"Birmingham" "United States","Charlotte" "United States"
US,"Birmingham" "United States","Washington" "United States"
US,"Birmingham" "United States","Dallas-Fort Worth" "United States"
US,"Birmingham" "United States","Miami" "United States"
US,"Birmingham" "United States","Philadelphia" "United States"
US,"Bilbao" "Spain","Lisbon" "Portugal"
US,"Del Bajio" "Mexico","Dallas-Fort Worth" "United States"
US,"Bloomington" "United States","Dallas-Fort Worth" "United States"
US,"Bloomington" "United States","Chicago" "United States"
US,"Nashville" "United States","Charlotte" "United States"
US,"Nashville" "United States","Washington" "United States"
US,"Nashville" "United States","Dallas-Fort Worth" "United States"
US,"Nashville" "United States","New York" "United States"
US,"Nashville" "United States","Los Angeles" "United States"
US,"Nashville" "United States","New York" "United States"
US,"Nashville" "United States","Miami" "United States"
US,"Nashville" "United States","Chicago" "United States"
US,"Nashville" "United States","Philadelphia" "United States"
US,"Brisbane" "Australia","Auckland" "New Zealand"
US,"Bogota" "Colombia","Dallas-Fort Worth" "United States"
US,"Bogota" "Colombia","Fort Lauderdale" "United States"
US,"Bogota" "Colombia","New York" "United States"
US,"Bogota" "Colombia","Orlando" "United States"
US,"Bogota" "Colombia","Miami" "United States"
US,"Boise" "United States","Phoenix" "United States"
US,"Boston" "United States","Buffalo" "United States"
US,"Boston" "United States","Charlotte" "United States"
US,"Boston" "United States","Cancun" "Mexico"
US,"Boston" "United States","Washington" "United States"
US,"Boston" "United States","Dallas-Fort Worth" "United States"
US,"Boston" "United States","New York" "United States"
US,"Boston" "United States","Los Angeles" "United States"
US,"Boston" "United States","New York" "United States"
US,"Boston" "United States","Harrisburg" "United States"
US,"Boston" "United States","Miami" "United States"
US,"Boston" "United States","Chicago" "United States"
US,"Boston" "United States","Philadelphia" "United States"
US,"Boston" "United States","Phoenix" "United States"
US,"Boston" "United States","Pittsburgh" "United States"
US,"Boston" "United States","Richmond" "United States"
US,"Boston" "United States","Rochester" "United States"
US,"Boston" "United States","Syracuse" "United States"
US,"Beaumont" "United States","Dallas-Fort Worth" "United States"
US,"Brownsville" "United States","Dallas-Fort Worth" "United States"
US,"Brussels" "Belgium","Athens" "Greece"
US,"Brussels" "Belgium","Lisbon" "Portugal"
US,"Brussels" "Belgium","Philadelphia" "United States"
US,"Brasilia" "Brazil","Miami" "United States"
US,"Baton Rouge" "United States","Charlotte" "United States"
US,"Baton Rouge" "United States","Dallas-Fort Worth" "United States"
US,"Burlington" "United States","Washington" "United States"
US,"Burlington" "United States","Philadelphia" "United States"
US,"Buffalo" "United States","Boston" "United States"
US,"Buffalo" "United States","Charlotte" "United States"
US,"Buffalo" "United States","Washington" "United States"
US,"Buffalo" "United States","Chicago" "United States"
US,"Buffalo" "United States","Philadelphia" "United States"
US,"Burbank" "United States","Phoenix" "United States"
US,"Baltimore" "United States","Charlotte" "United States"
US,"Baltimore" "United States","Dallas-Fort Worth" "United States"
US,"Baltimore" "United States","New York" "United States"
US,"Baltimore" "United States","Miami" "United States"
US,"Baltimore" "United States","Chicago" "United States"
US,"Baltimore" "United States","Philadelphia" "United States"
US,"Baltimore" "United States","Phoenix" "United States"
US,"Belize City" "Belize","Charlotte" "United States"
US,"Belize City" "Belize","Dallas-Fort Worth" "United States"
US,"Belize City" "Belize","Miami" "United States"
US,"Columbia" "United States","Charlotte" "United States"
US,"Columbia" "United States","Washington" "United States"
US,"Columbia" "United States","Dallas-Fort Worth" "United States"
US,"Columbia" "United States","Philadelphia" "United States"
US,"Akron" "United States","Charlotte" "United States"
US,"Akron" "United States","Washington" "United States"
US,"Akron" "United States","Philadelphia" "United States"
US,"Paris" "France","Athens" "Greece"
US,"Paris" "France","Charlotte" "United States"
US,"Paris" "France","Dallas-Fort Worth" "United States"
US,"Paris" "France","New York" "United States"
US,"Paris" "France","Miami" "United States"
US,"Paris" "France","Chicago" "United States"
US,"Paris" "France","Philadelphia" "United States"
US,"Chattanooga" "United States","Charlotte" "United States"
US,"Chattanooga" "United States","Washington" "United States"
US,"Chattanooga" "United States","Dallas-Fort Worth" "United States"
US,"Chattanooga" "United States","Chicago" "United States"
US,"Charlottesville VA" "United States","Charlotte" "United States"
US,"Charlottesville VA" "United States","New York" "United States"
US,"Charlottesville VA" "United States","Chicago" "United States"
US,"Charlottesville VA" "United States","Philadelphia" "United States"
US,"Charleston" "United States","Charlotte" "United States"
US,"Charleston" "United States","Washington" "United States"
US,"Charleston" "United States","Dallas-Fort Worth" "United States"
US,"Charleston" "United States","Miami" "United States"
US,"Charleston" "United States","Philadelphia" "United States"
US,"Cedar Rapids" "United States","Dallas-Fort Worth" "United States"
US,"Cedar Rapids" "United States","Chicago" "United States"
US,"Cleveland" "United States","Charlotte" "United States"
US,"Cleveland" "United States","Dallas-Fort Worth" "United States"
US,"Cleveland" "United States","New York" "United States"
US,"Cleveland" "United States","Miami" "United States"
US,"Cleveland" "United States","Chicago" "United States"
US,"Cleveland" "United States","Philadelphia" "United States"
US,"College Station" "United States","Dallas-Fort Worth" "United States"
US,"Cali" "Colombia","Miami" "United States"
US,"Charlotte" "United States","Allentown" "United States"
US,"Charlotte" "United States","Bush Field" "United States"
US,"Charlotte" "United States","Albany" "United States"
US,"Charlotte" "United States","Antigua" "Antigua and Barbuda"
US,"Charlotte" "United States","Atlanta" "United States"
US,"Charlotte" "United States","Oranjestad" "Aruba"
US,"Charlotte" "United States","Austin" "United States"
US,"Charlotte" "United States","Asheville" "United States"
US,"Charlotte" "United States","Scranton" "United States"
US,"Charlotte" "United States","Windsor Locks" "United States"
US,"Charlotte" "United States","Birmingham" "United States"
US,"Charlotte" "United States","Nashville" "United States"
US,"Charlotte" "United States","Boston" "United States"
US,"Charlotte" "United States","Baton Rouge" "United States"
US,"Charlotte" "United States","Buffalo" "United States"
US,"Charlotte" "United States","Baltimore" "United States"
US,"Charlotte" "United States","Belize City" "Belize"
US,"Charlotte" "United States","Columbia" "United States"
US,"Charlotte" "United States","Akron" "United States"
US,"Charlotte" "United States","Paris" "France"
US,"Charlotte" "United States","Chattanooga" "United States"
US,"Charlotte" "United States","Charlottesville VA" "United States"
US,"Charlotte" "United States","Charleston" "United States"
US,"Charlotte" "United States","Cleveland" "United States"
US,"Charlotte" "United States","Columbus" "United States"
US,"Charlotte" "United States","Charleston" "United States"
US,"Charlotte" "United States","Cancun" "Mexico"
US,"Charlotte" "United States","Cincinnati" "United States"
US,"Charlotte" "United States","Cozumel" "Mexico"
US,"Charlotte" "United States","Daytona Beach" "United States"
US,"Charlotte" "United States","Dayton" "United States"
US,"Charlotte" "United States","Washington" "United States"
US,"Charlotte" "United States","Denver" "United States"
US,"Charlotte" "United States","Dallas-Fort Worth" "United States"
US,"Charlotte" "United States","Des Moines" "United States"
US,"Charlotte" "United States","Detroit" "United States"
US,"Charlotte" "United States","Dublin" "Ireland"
US,"Charlotte" "United States","New Bern" "United States"
US,"Charlotte" "United States","Newark" "United States"
US,"Charlotte" "United States","Fayetteville" "United States"
US,"Charlotte" "United States","Rome" "Italy"
US,"Charlotte" "United States","Fort Lauderdale" "United States"
US,"Charlotte" "United States","Florence" "United States"
US,"Charlotte" "United States","Freeport" "Bahamas"
US,"Charlotte" "United States","Frankfurt" "Germany"
US,"Charlotte" "United States","Georgetown" "Cayman Islands"
US,"Charlotte" "United States","Rio De Janeiro" "Brazil"
US,"Charlotte" "United States","Gainesville" "United States"
US,"Charlotte" "United States","Gulfport" "United States"
US,"Charlotte" "United States","Sao Paulo" "Brazil"
US,"Charlotte" "United States","Greensboro" "United States"
US,"Charlotte" "United States","Greenville" "United States"
US,"Charlotte" "United States","Hilton Head Island" "United States"
US,"Charlotte" "United States","White Plains" "United States"
US,"Charlotte" "United States","Huntsville" "United States"
US,"Charlotte" "United States","Huntington" "United States"
US,"Charlotte" "United States","Washington" "United States"
US,"Charlotte" "United States","Houston" "United States"
US,"Charlotte" "United States","Wilmington" "United States"
US,"Charlotte" "United States","Indianapolis" "United States"
US,"Charlotte" "United States","Jackson" "United States"
US,"Charlotte" "United States","Jacksonville" "United States"
US,"Charlotte" "United States","New York" "United States"
US,"Charlotte" "United States","Las Vegas" "United States"
US,"Charlotte" "United States","Los Angeles" "United States"
US,"Charlotte" "United States","Lexington KY" "United States"
US,"Charlotte" "United States","New York" "United States"
US,"Charlotte" "United States","London" "United Kingdom"
US,"Charlotte" "United States","Liberia" "Costa Rica"
US,"Charlotte" "United States","Little Rock" "United States"
US,"Charlotte" "United States","Lynchburg" "United States"
US,"Charlotte" "United States","Montego Bay" "Jamaica"
US,"Charlotte" "United States","Kansas City" "United States"
US,"Charlotte" "United States","Orlando" "United States"
